Port_ID,PnL,ROI,MDD,Sharpe,WinRate,WinPositions,TotalPositions,FinalScore
1000000000000,1.0,4.355969222133331e-05,0.07314412056886066,0.18415875606401994,0.4104365369958005,0.6889042516418942,0.9942348871685059,0.4230126918766774
1000000000000,0.1751601254756388,1.0,0.005765889740095287,0.5081666386067416,0.49537026950478213,0.011406844106463879,0.011365508153516717,0.3969638871147496
1000000000000,0.6511447681513155,0.0027755461700814587,0.00921816956851007,0.4056070087757899,0.6518959349229365,0.817836156239198,0.7425465326964256,0.3890541564013545
1000000000000,0.34007897419373434,0.002567607025323027,0.005784562271651916,0.5414331496939553,0.9745889052500252,0.9609402004839267,0.583099983528249,0.36934847895864836
1000000000000,0.1721906855677419,0.009581470602995445,0.01072836127183252,0.8454726705842941,0.5422642104772502,0.9104735568613895,0.9945643221874485,0.3651460688203352
1000000000000,0.20428446326906452,4.3980612375181816e-05,1.0,0.17319071606476566,0.6629489440245001,0.3553404770134808,0.3159281831658705,0.3355763825641118
1000000000000,0.35997967701696665,0.001093128615419824,0.018017848055233987,0.399264581256421,0.7649662705151455,0.8779813342550985,0.6791302915499917,0.327121346778664
1000000000000,0.23626826781803,4.9369044696889244e-05,0.006550516948689578,0.5007369360440422,0.5700500381915147,0.958866228828206,0.9963762147916323,0.31497403151470216
1000000000000,0.15269733849011013,0.00012010806177018154,0.007692252359993379,1.0,0.7267932489451476,0.021776702385067404,0.015483445890298136,0.3138945263971637
1000000000000,0.18024643759397319,0.18612658086870468,0.005765889740095287,0.6778027254358712,0.806861678135901,0.09782232976149326,0.06967550650634162,0.30777341374740463
1000000000000,0.17513092048206835,0.5143278101088972,0.005765889740095287,0.5818193476435005,0.4056520459228731,0.004839267196681645,0.0047768077746664465,0.30492305347286563
1000000000000,0.162667135760933,4.407582818515684e-05,0.005765889740095287,0.8004867967761853,0.889950917075691,0.0069132388524023505,0.002306045132597595,0.2910938978289407
1000000000000,0.1749340455751088,0.6248347515690682,0.005765889740095287,0.5020891611648411,0.11866012227675879,0.00138264777048047,0.00461209026519519,0.282148926531033
1000000000000,0.17437919194628082,4.8870095831809974e-05,0.009596210560597007,0.6719625590571872,0.682818509201451,0.33321811268579327,0.2874320540273431,0.2787508746570655
1000000000000,0.15869825396829257,0.05036155019684508,0.005765889740095287,0.7298678211071037,0.689643921672722,0.06256481161424127,0.05155658046450338,0.2712557829850866
1000000000000,0.3783739388719596,4.358251349597697e-05,0.03821354957027612,0.3198767301909438,0.6425065968448589,0.4262011752506049,0.39153352001317737,0.26944697414209423
1000000000000,0.3454444074720059,5.04987234056089e-05,0.009717270975057368,0.23565730890653286,0.6423736624632654,0.6978914621500173,0.642727721956844,0.2662285794919174
1000000000000,0.355064230616279,4.357925699351359e-05,0.006200699750286698,0.4696396614855144,0.6764663302720899,0.12893190459730383,0.11085488387415582,0.26326878321589636
1000000000000,0.17458612759490372,0.0001058884461701912,0.044292978924656334,0.4035459332049266,0.4514609308080327,0.7424818527480125,0.9741393510130126,0.2619979963364983
1000000000000,0.1613715640846033,0.006446083273042669,0.005765889740095287,0.7967428926080745,0.5527063590259554,0.020394054614586935,0.019601383627079555,0.2591159774730674
